253822,108862,4.0
253822,34654,5.0
253822,60651,5.0
253822,238201,2.0
253822,227301,3.0
253822,247543,1.0
253822,197808,1.0
253822,130130,1.0
253822,9779,2.0
253822,58226,4.0
253822,147874,2.0
253822,151778,5.0
253823,21660,3.0
253823,86234,5.0
253823,244457,4.0
253823,214585,5.0
253823,11913,3.0
253823,10549,1.0
253823,252096,5.0
253823,244449,4.0
253823,11808,2.0
253823,147874,3.0
