33134,30750,3.0
33134,30745,4.0
33134,30390,2.0
33134,18582,4.0
33134,18644,1.0
33134,18260,5.0
33134,18641,5.0
33134,31249,1.0
33134,30669,4.0
33134,18253,4.0
33134,30250,2.0
33134,30345,1.0
33134,30249,4.0
33134,30248,3.0
33134,30407,5.0
33134,30758,5.0
33134,30342,1.0
33134,30277,4.0
33134,30275,2.0
33134,252096,4.0
33134,18658,3.0
33134,19201,5.0
33134,30400,2.0
